500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900
-0.109619,-0.144043,-0.067871,0.399414,0.176758,-0.80957,-0.194214,0.687378,0.342163,0.374512,0.321167,0.135376,-0.294922,0.183716,0.225586
-0.109253,-0.144775,-0.067261,0.400024,0.178467,-0.809204,-0.191162,0.686279,0.339966,0.375732,0.322021,0.137207,-0.295044,0.182495,0.22522
-0.109131,-0.144775,-0.066528,0.400391,0.180176,-0.808838,-0.18811,0.685181,0.338135,0.377075,0.32312,0.138794,-0.295044,0.181519,0.224609
-0.109131,-0.145386,-0.065674,0.400879,0.182007,-0.808472,-0.185181,0.684204,0.336182,0.378296,0.324219,0.140381,-0.295288,0.18042,0.224243
-0.108887,-0.145508,-0.065186,0.401245,0.183472,-0.807861,-0.181885,0.68335,0.334106,0.379883,0.325317,0.141724,-0.29541,0.179077,0.223633
-0.108643,-0.14563,-0.064453,0.401855,0.185181,-0.807495,-0.178955,0.682129,0.332275,0.381104,0.326416,0.143555,-0.295532,0.177856,0.223145
-0.108398,-0.14624,-0.063721,0.402344,0.187012,-0.807007,-0.176025,0.681152,0.330322,0.382446,0.327637,0.145142,-0.295654,0.176636,0.222778
-0.108276,-0.146606,-0.063232,0.40271,0.188843,-0.806641,-0.172974,0.67981,0.328369,0.383545,0.328613,0.146729,-0.295776,0.175659,0.222168
-0.107788,-0.147217,-0.062134,0.403442,0.190552,-0.806152,-0.1698,0.678955,0.326294,0.384766,0.32959,0.148438,-0.295654,0.174438,0.221558
-0.107666,-0.147339,-0.061401,0.403809,0.192261,-0.805542,-0.166748,0.677612,0.324463,0.385986,0.330933,0.14978,-0.296021,0.17334,0.220825
-0.107422,-0.147949,-0.060791,0.404175,0.19397,-0.805054,-0.164062,0.676636,0.322144,0.387207,0.331787,0.151367,-0.296021,0.172363,0.220337
-0.107056,-0.148315,-0.060181,0.404663,0.195435,-0.804565,-0.160889,0.675415,0.320068,0.388672,0.332642,0.152954,-0.296143,0.170898,0.219727
-0.106934,-0.148682,-0.05957,0.405029,0.197266,-0.803955,-0.157959,0.674438,0.317871,0.389771,0.333862,0.154785,-0.296265,0.1698,0.219238
-0.106812,-0.14917,-0.05896,0.405518,0.198975,-0.803711,-0.154785,0.673096,0.31604,0.390869,0.334839,0.156006,-0.296265,0.168579,0.218384
-0.106445,-0.149292,-0.058228,0.406006,0.200562,-0.803101,-0.151367,0.672119,0.314087,0.392212,0.335938,0.157471,-0.296387,0.167358,0.217773
-0.106201,-0.149658,-0.057495,0.406494,0.202515,-0.802368,-0.148438,0.670776,0.31189,0.393311,0.337036,0.159058,-0.296265,0.16626,0.217285
-0.105957,-0.149658,-0.056763,0.40686,0.203979,-0.80188,-0.145386,0.669556,0.309814,0.394531,0.337769,0.160645,-0.296509,0.164917,0.216675
-0.105835,-0.150024,-0.055908,0.407349,0.205688,-0.801392,-0.142456,0.668213,0.307617,0.39563,0.339233,0.162354,-0.296265,0.163696,0.216064
-0.105591,-0.150391,-0.055054,0.408081,0.20752,-0.800781,-0.139282,0.667236,0.305542,0.396729,0.339966,0.164185,-0.296387,0.162354,0.215088
-0.105591,-0.150879,-0.054443,0.408447,0.208984,-0.800415,-0.136475,0.666016,0.303345,0.397827,0.341064,0.165771,-0.296387,0.161255,0.214233
-0.105347,-0.151123,-0.053711,0.409058,0.210815,-0.799561,-0.133423,0.664551,0.301392,0.398926,0.341797,0.16748,-0.296387,0.159912,0.213623
-0.105225,-0.151489,-0.052979,0.409546,0.212402,-0.799072,-0.130493,0.663452,0.299316,0.400269,0.342773,0.168823,-0.296387,0.158691,0.213135
-0.104858,-0.151855,-0.052368,0.410278,0.214111,-0.798584,-0.127441,0.662109,0.297241,0.401245,0.34375,0.170166,-0.296509,0.157471,0.212402
-0.10437,-0.1521,-0.051636,0.410278,0.21582,-0.797974,-0.12439,0.661011,0.295166,0.402344,0.344971,0.171387,-0.296387,0.15625,0.211548
