500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900
0.184692,-0.123413,0.206543,-0.008179,0.105469,0.203369,0.019897,-0.118896,0.04248,-0.193848,-0.183594,-0.205078,0.096802,0.096436,0.015625
0.184814,-0.123413,0.206543,-0.008545,0.104736,0.203491,0.019165,-0.118774,0.043335,-0.193604,-0.182983,-0.204956,0.095703,0.097534,0.016357
0.18457,-0.122925,0.206421,-0.008789,0.10437,0.203491,0.018555,-0.117676,0.043823,-0.193359,-0.182373,-0.204956,0.094727,0.098389,0.017456
0.185791,-0.122803,0.206421,-0.009277,0.103882,0.203857,0.017578,-0.117065,0.043823,-0.192993,-0.182007,-0.2052,0.09375,0.099609,0.018799
0.185303,-0.122314,0.206543,-0.009888,0.103394,0.203857,0.016846,-0.116577,0.046265,-0.192749,-0.181519,-0.205078,0.092773,0.100586,0.020142
0.185303,-0.121948,0.206299,-0.010376,0.102905,0.203979,0.016357,-0.115967,0.046509,-0.192261,-0.181152,-0.205322,0.091675,0.10144,0.021484
0.185791,-0.121338,0.206299,-0.010986,0.102417,0.204224,0.015503,-0.115479,0.047363,-0.191895,-0.180664,-0.205566,0.090698,0.102783,0.022461
0.186035,-0.12085,0.206177,-0.011353,0.101807,0.204224,0.014771,-0.114868,0.048218,-0.192017,-0.180176,-0.204834,0.0896,0.103882,0.023438
0.186279,-0.120361,0.206177,-0.011719,0.101318,0.204224,0.014404,-0.113892,0.049072,-0.191162,-0.179688,-0.205078,0.088379,0.104858,0.024658
0.186157,-0.119995,0.206055,-0.012451,0.100586,0.204224,0.013062,-0.113403,0.049683,-0.191406,-0.179077,-0.205078,0.087524,0.106079,0.025635
0.186646,-0.119751,0.205933,-0.012817,0.100342,0.204102,0.012451,-0.112671,0.050415,-0.19104,-0.178589,-0.2052,0.086426,0.106934,0.026855
0.186768,-0.119507,0.205933,-0.013428,0.099609,0.204346,0.011719,-0.111816,0.051514,-0.190552,-0.178345,-0.204834,0.085205,0.108032,0.02832
0.187012,-0.119507,0.205811,-0.013794,0.098999,0.20459,0.010986,-0.111328,0.052124,-0.190308,-0.177734,-0.204834,0.084473,0.109009,0.029297
0.187012,-0.119141,0.205688,-0.014282,0.098511,0.204834,0.010376,-0.110718,0.052979,-0.189819,-0.177124,-0.204834,0.083252,0.109985,0.03064
0.187134,-0.118652,0.205688,-0.014771,0.098145,0.204834,0.009399,-0.109985,0.053955,-0.189331,-0.176758,-0.204956,0.082275,0.110718,0.031982
0.187378,-0.118408,0.205444,-0.015381,0.097412,0.205078,0.008545,-0.109619,0.055176,-0.188843,-0.176392,-0.204712,0.081299,0.112061,0.033325
0.187622,-0.118042,0.205322,-0.015869,0.096924,0.2052,0.008057,-0.108643,0.055786,-0.188477,-0.175903,-0.204834,0.080078,0.113159,0.034302
0.187744,-0.117798,0.205322,-0.016479,0.096313,0.205322,0.007446,-0.10791,0.056519,-0.188232,-0.175293,-0.204834,0.078857,0.114014,0.035278
0.187622,-0.117554,0.205078,-0.016968,0.095703,0.205444,0.006836,-0.1073,0.057495,-0.18811,-0.174805,-0.205078,0.077759,0.115234,0.036865
0.187866,-0.117432,0.205078,-0.0177,0.095093,0.205566,0.006348,-0.106812,0.058472,-0.187744,-0.174194,-0.205322,0.076904,0.116333,0.037964
0.187988,-0.117065,0.205078,-0.018066,0.094849,0.205688,0.005737,-0.106079,0.059082,-0.1875,-0.17395,-0.205444,0.075806,0.117065,0.038696
